hatespeech,subtype,text
1,3,"@user vedo, da je beseda ustvarila naročilo, ki je povrnjena moč, imenovana nigger desno? ho @url. "
1,3,@user nikoli ni rekel Dyke 
1,3,@user @user @user @ser @user twat. 
1,3,Ker denar povezuje povprečno krivdo trik rit prasica. postanite pizda n @url 
1,3,@user hes literal twat hey? Poskušal je upravičiti Twitter Toonthis Guy je šlo Twitchcon @url 
1,3,Spomnil Time Homegirl Dating Dyke niti nihče ne bi mogel odpreti Jar ŽeLeL LMAO @URL 
1,3,"Obstaja prekleto neumno malo brit vasi, ki se pogoni okoli kot twat nevarno potegne parkiranje @url "
1,3,@user @user @ser @user @user @user @user @user @user @user @user @user @user @user @user @user @user @ser @user @user @user @user @user @user @user @user @user @user @user @user @user @user @ser @user @user @user @user € \ t 
1,3,Amen! Feminazi Man-Eaters Evil Churcse! @url. 
1,3,#Name? 
1,3,machados prekleto twat. 
1,3,"@user potrebujejo, da najdejo punca, ki je vezana "
1,3,Cilj danes dobite hišo Spic n span 
1,3,"Lmao Girl Job je danes rekel, da ljubi Sass. pokličite Fagot. "
1,3,Prekleti čas twat. 
1,3,@user @user morda uporabljen SPIC? NNI je vzdihnil. ponavadi prvi scena brani deborah b @url 
1,3,absolutna pizda. Prekleto usmerite to? Različni streljanje ciljno območje fucki @url 
1,3,Hoes Nasty Zaostal obupan. 
1,3,@User odgovor besedila fagot 
1,3,"Got Street je nadlegoval ignoriranje treh moških uporabljenega jezika, kot sem Ching Chong Me. Prezrl @url. "
1,3,Geert Willer nizozemski zakonodajalec države Sirski begunci Nizozemska je prišla Sirija varna. @url. 
1,3,"Včasih se spomnimo časa Whiny Actual-Brac, ki ga je branil Taylor Swift Fan je poskušal trditi pizda "
1,3,@User Absolute Mad Cunt 
1,3,@User @User @User @ Buser Caribbean Imptigrants Caribbean sužnje afriške sužnje. Build United @url. 
1,3,@User @User Drug ogabni leži samic. Izhajajo? @url. 
1,3,vsak kurba dog camo halloween 
1,3,@user ljubezen način drži mongy lipped twat 
1,3,"Rekel je, da ženske poznajo pogon? ... daft twat @url "
1,3,@user dude zapreti. Prekleta 3-letna maščobe. nespoštljiva pizda. reas @url. 
1,3,"Im jedem prhanje, ki zapravlja žrebanje. @url. "
1,3,@User Brother zakon je uporabil grozno Toh 
1,3,"LiechatOffendupSonusDisRespectalienatebully na splošno pizda ne more presenetiti, da rastejo stara osamljena "
1,3,Fucking Bad Cheeesus .. Samo pravična pizda. @url. 
1,3,"@ Buser twat res reči to? Na žalost skoraj zveni, kot bi lahko verjeli besede? Surel @url. "
1,3,@user @user kriči ching chong rasist. obdobje. 
1,3,@user @user @user @user @user @user @user @user @user @user niti twat.nnyou dobesedno rekel to '@url 
1,3,David je postavil nenaravno videti svetovnega sveta 
1,3,@User Dumb. Neumna. HOOE DUMB. jesti shit rasist twat 
1,3,@User Cunt #Snowflake. 
1,3,Oh vraga neumno mokro pizda 
1,3,"@user Družinski fant ima bari, ki pravijo rasistični seksistični sklop nikoli ne spremeni grde pizda "
1,3,@user ya twat! Nnallthough ga lahko prenese ... izgleda kot priročne stvari vedele ... še posebej stanje 
1,3,Steven taylor twat. nnross aloisi gre duševno. # brivwel 
1,3,Povejte nekaj ... prijazni pegec teče okoli božičnega puloverja? 
1,3,Prav tako kažejo dolgočasno celo S1 Riverdale zanimiva Dyke Icon Cheryl Clossom 
1,3,"mislim, da prevede nyou twat @url "
1,3,@user @user @ser @user @ser @ser @ser @ser @ser @ser @ser @ser @ser @ser @user @ser niti punca mislil u mislil ching chong chun-li pitch ... \ t 
1,3,im cunt wen im pripravljen! Dnt TEST. 
1,3,@user kot pizda 
1,3,"@User Sramment !! Drugič, Twat mora biti res! "
1,3,ha ha priča odskočiti kot debelo ladijo twat spredaj clip @url 
1,3,Resnično hodi okoli tabela danes visoka pterodaktil twat. 
1,3,kot mingyu's Dyke punca 
1,3,@user @user tipična keltska pizda 
1,3,@user verjetno povzroči twat. 
1,3,@User @User Fact Fantje BIO Bere Shithole Države kaže majhno @url 
1,3,"Potegnite Tweet Calling Robbie Sexist Twat Predstavljamo Vibe Pet, saj dajejo zaslon Tweets "
1,3,Tukaj je član Magistry Race Synagoga Pittsburgh. umazana nacistična cunt @url 
1,3,UNFOLD grozna pizda @url 
1,3,@user je ostal. Ne povejte minaz koristnih idiotov. Uživajte v Living Free Country GR @URL 
1,3,Izdelava šaletov Leicester Desna pizda 
1,3,"@User Canadian Model omogoča, da se nevladne organizacije združujejo posamezniki sponzorirajo sponzoriranje beguncev zvezni vnos. "
1,3,@user Jaz sem Neizogiben 
1,3,"Kdo ve, prosim, povej svetu @url "
1,3,"@user @user @user @user pravi, da bi posilstvo mama pizda dobesedno žalostna stvar @url "
1,3,@User on je dvomil 
1,3,@User res grozno pizda 
1,3,@user polnjene twat zadnjih 5 minuets kamen dobe. 
1,3,topi pizda rima 
1,3,@user nikoli twat lol 
1,3,snuggle. 
1,3,@User @User Talking Demokracy Sencycy Twat! 
1,3,"@user, kot se imenuje Gillebrand Whack Job Feminazi Hawaii "
1,3,Pridobite preklete strežnike Cunt @URL 
1,3,@user conway dobesedno postavljen feminaz limbaugh yore case pomeni pretvarjanje feministične dejanske naciste. 
1,3,"zaostali kolegi, ki presega toleranco. @url. "
1,3,@user zaostal nihilist. 
1,3,@ Bure Fuck To je ena bolna pizda 
1,3,Fucking Hate Queue Old Cunt stojala? Jebeš Barbara Stojala za Ya Stara Beint. 
1,3,@user @user Great Patriot je omenil še en twat .... bi lahko zlahka odšli embala @url 
1,3,@User Shut Fuck grozljiva pizda 
1,3,@User Get Head Twat Report dejstva. blokiran. 
1,3,Razvrsti kurba Obroči Storitve v sili Rave. težave z drogami. Naj pizda umre 
1,3,"@User @User, ki ga dobiva. Dejstvo je retard uporabljal žalitev @url "
1,3,@user pizda prijatelj. 
1,3,"jaz: slabo vem, da je pol črnca cracker "
1,3,"ne verjamem, da sem obtičal neumno Dyke Bitch "
1,3,"Ford lažnivec, kot je pussy hat, ki nosi samice. #tuckarlsontonight. "
1,3,Glej @User Presenter SIT Naslednja Fit Bird Razmišljanje Iščemo ga ... NNHE'S Cuntnn # hesacunt 
1,3,@User @User Nope je Cunt General 
1,3,"Kaj je slabše, da se imenuje kurba pitca? Kot kurba retweet pizda. Poskušam dokazati točke. "
1,3,Negro je dobil živce 
1,3,Pal smo vedno valovne dolžine twat 
1,3,"bi sledil domov, ki je brcnil fagot rit @url "
1,3,@user @user kratko sladko! ... pomeni tweet malo twat 
1,3,@user twitter vojna sem državna dejstva u grozno pizda u braniti žensko beaters u želite u l @url 
1,3,@user izgleda cunt @url 
1,3,@ser Nah Coz Cunt 
1,3,"@user @user Old Dyke misli, da kdo skrbi? vem dont. Mogoče je povabil @url. "
1,3,Vsi so rekli Fagot @URL 
1,3,pizda nikamor 
1,3,@user on mega fagot 
1,3,"Pravzaprav sem prestrašen parkirni avto, kjer koli park twat najde gugalnice "
1,3,@user @ser @ser twat! 
1,3,"@User Ja, bi pomenila, da bi priseljenci v Evropi postali Shithole. dober @url. "
1,3,@user @user on twat je zakaj. 
1,3,"en tip, imenovan dekle Spic bo prekleti "
1,3,@User @User Senseless Nemful pizda. Očež Sina je lahko umrl @url 
1,3,@user glej smešno stran tbh lads twat 
1,3,"samice dobesedno zaostala občutek, da se dobro sranje postane nadležno "
1,3,@user @user twat. 
1,3,@user @ser @user fk leži twat 
1,3,Olivia fucking retard vsi so videli video že 
1,3,"@ser fitt bint.nnlike arent levistov, ona bo sesala vse, kar je veliko krši LOFT @URL "
1,3,@User @User Ye Hand Čeprav mehke twat fuckin igre smeti 
1,3,"@user dont nemogoče, da nočni mori je izgledal tudi kot feminazi @url "
1,3,Vsakdo potrebuje unfollow pizda. nnthanks. nn # cuntn # neupošteva # bolna # leicester @url 
1,3,Al Vrti Geezer Party dobili pizda pes kosti povej dvema besedama: Springburn Soundsystem X @url 
1,3,Face tattooed. krepko potezo alfa pizda krepko premakniti n #findomme #femdomme #tattoofetish n @ uporabnik @user @url 
1,3,Potus - samozaposleni Twat. Guns = več incidentov pištol. Enostavno Blooody Maths! vsi ostali @url. 
1,3,Rondo zaostal 
1,3,strogo prihaja mongol 
1,3,"@ Bure Pure frustracije. Zdaj je izbrisan Tweet. ve, da je naredil napako. "
1,3,Shut Jackie-Chan Twat !! N # Spidermanandfriendsbot 
1,3,Nega Cardiff Fans sovraži Liverpool pizda petje hribovborough za popolno pizdo. @url. 
1,3,"@user ur masivni douchebag! Lahko levi Kanada Cunt Canadian, ki te ni nikoli zapustil! Socializem @url. "
1,3,Jaz sem domov uničiti pizda čudno flex. 
1,3,@User @User bi lahko priznal Tweat bi verjetno dovolj naslednji vodja SNP. 
1,3,"Oprostite, da sem še vedno molil Peobula, ki je danes vpletena na eno najnižje točke. vseeno GN ostane varen "
1,3,@User @User je šel polno retard. 
1,3,@User OK Fagot. 
1,3,"kdaj nas pokličemo, bomo prišli. Nikoli ne ob upoštevanju malo pizda. rešili bomo @url "
1,3,Feminazi Fake News. @url. 
1,3,absolutni odpadki kisik twat je! krivi medije sovraštvo @user @url 
1,3,ngl bubblingcancer fucking cunt @url 
1,3,@user jebemti fagot @url 
1,3,"@user, razen ur masivne twat cut je rekel Soju u uničen celo vibe "
1,3,Guy Retard .. @url 
1,3,Bog je prekleto twat. @url. 
1,3,@user @user nah im feminazi .... ne mislite moške toksične smeti 
1,3,"@User @User, ki je dobesedno vprašal, pritrjena pizda. "
1,3,On je pizda! #lufc @url. 
1,3,"yall se bo zavedal, da sem kot masiven twat en dan "
1,3,Amen. strupena žena. Ženske moralno središče patriotski center razume @url 
1,3,@user borin moodly auld pizda 
1,3,"Jaz bom prekleto oči oči, bom pokopal živo malo sranje Sin kurba kurba whore al @url "
1,3,branje twat #adrinbot. 
1,3,človek hodi twat @url 
1,3,Ottie izgleda radiranje. Yukan Real Dill. Dave izgleda solata sladkorne pese Povej ya julia twat. #corny #adsofmafsnz #mafsnz. 
1,3,@user @user @ser @user @ser @ser @ser @user @ser @ser @user @ser @ser @user @ser @user @ser @user niti na srečo dati @url. 
1,3,@user @user halloween obleko vse absolutno twat 
1,3,@ Bure Fuck kos Shit Stole Insta Uporabniško ime Go Ching Chong Bong nekje drugje! 
1,3,ref cunt. 
1,3,Cunt @url. 
1,3,hitrost twat @url. 
1,3,@user oh stfu šibka-chinded želva-soočajo hinavsko skunk twat! 
1,3,"Gozd bi lahko osvojil lige zapisane točke, ki so zabeležili Goodman, ki še vedno reče sranje. Blokes twat! "
1,3,@user on je pizda 
1,3,u wanna iti u prekleta pizda 
1,3,@User @User Shut Retard Renaying Gettin Virtual Pussy 
1,3,"@User @User Put Punt Feminazi's Uprights Potrdimo, da je Kavanaugh potrjen. "
1,3,Spopal se imenuje Kunt anti semitsko karkoli. moti anti rasistične vrednosti buil @url 
1,3,@user velik bugger brez skrbi svetu nloolods točno kot xs prekleto pizda cat stanejo @url 
1,3,Podprta Kamara Champ razmišljanje potencial pizda jebemti še posebej to. @url. 
1,3,@User StockArd Channing Fabulous Punt Island Right ?? videl praktično čarobno prvič @url 
1,3,"Nocoj nocoj. Komentar, da si zaostal @url "
1,3,"Predstavljajte si, da je pokopališče Obisk ljubljeno One u Glejte retard fotografiranje grob @url "
1,3,@User Cunt dobil Stutter Suhin? 
1,3,"@user da.nhe potrebe jebemti muslimansko državo prakso njihovo.Total pizda, ki je začela @url "
1,3,ughhh wanna jesti pizda 
1,3,"Mislim, da pizda simbolizira okenske vrata, ki odpiranje resničnega dela. Baby vidi mamo '@url "
1,3,@user @user @user @user neumna twat ne vidim invazijo državi @url 
1,3,@User Absolute Mondoloid Revaling Stare dramske Sake Pogledi 
1,3,@user @user @ser @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @ser @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user niti 
1,3,Naročite Ching Chong Brother @url 
1,3,Ljudje Cuntsncunt zavit Cunts Topla Cunt Polnjenje postreženih postelji Pražena cunts. 
1,3,@user grda rit prasica zaostal otrok 
1,3,@user videti prvi tweet človek. Nit. Fuccin pizda idiot. 
1,3,@user @user desno twat. 
1,3,"Pridobivanje TwatNnNeverydy želi, da je # goirish #pasttenseftweet "
1,3,Namen poglej rit mongoloid #s #bot 
1,3,"Ključ, da se poročite, ki prevaža dekle v prvem mesecu se zavedam im Quirky edinstveno im zaostal "
1,3,@User On je razvrščanje pizda 
1,3,@ser twat. 
1,3,Velika Mongol Khan Coin @URL 
1,3,@user jebemti pizda 
1,3,FEMINAZIJE. 
1,3,pizda shot @url. 
1,3,Fagot Fighting Ženska SMH SAD AF LMAO @URL 
1,3,Twat. absolutno twat. SKUPAJ IZPOLNITE TWAT. Oprostite TWATS. Novi kralj. n # maga @url 
1,3,Primer neumnega pizda. @url. 
1,3,@user OK pogrešam ching chong 
1,3,Jaz sem #metoo postavil ljudi ponaredek moči. kot fantje trdijo grozljive zgodbe @url 
1,3,"Twat zapravljen čas. dobro delo etika dobili službo, kaj šele poskusite nadzornik wtf "
1,3,"Čas Time #Dumpf prikazuje nevedna twat, vendar ga še vedno podpirajo. resno unded @url. "
1,3,@User @User @User @User LOL Corbyn Twat Dve vrsti. 
1,3,@User @User danes Twat. Oglaševalske plošče Lige prvakov za njo. Izbriši 
1,3,ne pozabite im negro 
1,3,da je popoln egotističen twat @url 
1,3,@User Državna pizda Primerjava malo znanega komika Predsednik celotne države - Ja @url 
1,3,Oh gawd Bonnie ubijanje bratranca bugs.n # spidermandfriendsbotnshut jackie-chan twat !! @url. 
1,3,Naj dobite pizdo prepovedano @url 
1,3,@user @user shes feminazi linebacker kot ti? 
1,3,Ocena uspešnost boljše roke. Swings retard prekleto! On je Monster Fertinecn # SMTM777 @URL 
1,3,Trump popoln idiotski twat. @url. 
1,3,@User g Tweed? G. Twat. 
1,3,@user Nahhh Im Retard XD 
1,3,"@User, kot je zobna pasta, celo uretra. zobna pasta naredi skyrm seretra naredi kurca pizda :) "
1,3,nadležen twat obraz? K Hvala. 
1,3,absolutna pizda @url. 
1,3,"@User @User Look State Slob! Twat! Upam, da je prtljaga izgubila! "
1,3,"Oh, želi žrtve, ki govorijo o odprtem pogovoru. Twat. @url. "
1,3,@user? - Mnogi ljudje Obama nalepke naredijo levičarske teroriste? . antifa & amp; BLM pozna @url. 
1,3,Prekleta pizda !!!!! @url. 
1,3,Naslednja pizda Omemba Scorpio sezona Getting Ena dva Kostya Tszyu 
1,3,mislim Spic Slika 
1,3,neumna dumb cunt @url 
1,3,Sovražna pizda. @url. 
1,3,ker Aaron naravnost rancid cunt @url 
1,3,@User Cunt. 
1,3,neumna grda li # ying pizda 
1,3,@user @user @user @user @user @user @user @user @user @user @ser @user @user fukhari retard.nwe shias verjamejo karkoli pravi. 
1,3,"@User pizda 28 let stara Hit Meth Mid Match Zvoki, kot je popolno življenje aye "
1,3,"@user ne more verjeti, da se Twet 70-ih sooča s kritiko Perilo "
1,3,@user @user @user @user da šef 'da fucking pizda. pomeni svetovni relevan @url 
1,3,@User Complet Cunt. 
1,3,@user res ena KYS Fagot Kids Huh 
1,3,pridi #congleton ime sramota malo twat headbutting kicking starejši moški ženske @user toda @url 
1,3,Pravzaprav sem twat. 
1,3,@user twat. @User Pomoč prijatelja je sinoči končal bolnišnico? 
1,3,"@User ID, precej nigger Dumb Bitch Dumb Burcha "
1,3,Ma'am Major Cunt Muffin 
1,3,neuporabna kurba @url. 
1,3,LAD BUSSHES Jets potegnil dlake razširitve razred twat 
1,3,izgleda kot pizda spanec kot usta odprta dvojna chins udov shop lase zapletena povsod @url 
1,3,@user prekleto neumno malo twat luknja 
1,3,Poglej absolute doos! Trofeja Hunter Man Cunt. Razumeti lov foo @url 
1,3,@ Bureer del scenarij? Želi Feminazi tam! Going March DC četrtek W / @URL 
1,3,Mongy Cunt Ashley Young Ohranite Fist Bumping Vsakdo Raste Mate 
1,3,Preberite Tweets ne more pomagati razmišljati velikega citata velikega človeka. nnthese lil psice zaostala 
1,3,@User Naučite se nekaj Pro Neutected Twat! @url. 
1,3,desno twat? 
1,3,@User Hej Fagot Suck Balls 
1,3,@user @user @user @user @user @ruser žena čudovita. Patty prekleto seksi utrujen twat. 
1,3,"Stan Twitter misli, da so smešne smrti šale. Speed Ching Chong Junior Dies @url "
1,3,to je negro desno 
1,3,"Ne morem iti niti zahvalni večerji, ne da bi skrbelo, da bo nekdo poklical nigger / chink / spic nesreče @url "
1,3,@user očitno twat. 
1,3,@User ne more resno! Očka je napaka Twat. Živi zemljišče Lale. Bolan. #fucktrumps. 
1,3,@User 9 10-krat FeminazI retardes en bash moški dal natečajne obtožbe r poskusite @url 
1,3,@user @user @user @user Kno levičarske ženske veliko največjo domače grožnjo. Skoraj 3/4 @Url. 
1,3,"Nerodno veliko kažejo Jenna je postala popolna prekleta pizda, ki je vodila goljufanje. to je zavrnil. "
1,3,FEMINAZI Čas polnega sila hodi od norih ljudi @url 
1,3,"@User On je celo prekleto smešno McIng Subpar, raje poslušam bat stranišče TBQH Bland Twat "
1,3,@User Cunt @URL. 
1,3,Trump Navijači pošiljajo poštne bombe in amp; Snemanje sinagogov ne morejo poklicati ženske pizda 
1,3,prekleta pizda @url. 
1,3,Dobro dobil Facebook BK Uporaba 1 Left Get BK Wudnt Datum Rojstvo Facebook Fucking Twat Ugh 
1,3,Zapri Fuck Fat petje pizda. Zvok kot 3 podhranjena mačka. 
1,3,@user yeah twat tweet vse. 
1,3,vedno ena pizda prekleto sovraštvo 
